"county","FIPS","rcp","model","centralDecade","aveWetDays","fiveYrAveWetDaysCentYr_.10","fiveYrAveWetDaysCentYr_.9","fiveYrAveWetDaysCentYr_.8","fiveYrAveWetDaysCentYr_.7","fiveYrAveWetDaysCentYr_.6","fiveYrAveWetDaysCentYr_.5","fiveYrAveWetDaysCentYr_.4","fiveYrAveWetDaysCentYr_.3","fiveYrAveWetDaysCentYr_.2","fiveYrAveWetDaysCentYr_.1","fiveYrAveWetDaysCentYr_0","fiveYrAveWetDaysCentYr_1","fiveYrAveWetDaysCentYr_2","fiveYrAveWetDaysCentYr_3","fiveYrAveWetDaysCentYr_4","fiveYrAveWetDaysCentYr_5","fiveYrAveWetDaysCentYr_6","fiveYrAveWetDaysCentYr_7","fiveYrAveWetDaysCentYr_8","fiveYrAveWetDaysCentYr_9","fiveYrAveWetDaysCentYr_10","fiveYrAveWetDaysCentYr_11","fiveYrAveWetDaysCentYr_12","fiveYrAveWetDaysCentYr_13","fiveYrAveWetDaysCentYr_14","fiveYrAveWetDaysCentYr_15","fiveYrAveWetDaysCentYr_16","fiveYrAveWetDaysCentYr_17","fiveYrAveWetDaysCentYr_18","fiveYrAveWetDaysCentYr_19"
"wascoCA_150km_shp","shp","rcp45","BNU-ESM",1970,0.23598634095088,0.224743892828999,0.185973207249803,0.190386130811663,0.190543735224586,0.253270291568164,0.216548463356974,0.287312844759653,0.300236406619385,0.232781717888101,0.221276595744681,0.260362490149724,0.24381402679275,0.30133963750985,0.339952718676123,0.277383766745469,0.232939322301024,0.253743104806935,0.205988967691095,0.198739164696612,0.282899921197794,0.274074074074074,0.273758865248227,0.263987391646966,0.22962962962963,0.167848699763593,0.220961386918834,0.160441292356186,0.15397951142632,0.239085894405043,0.276280535855004
"wascoCA_150km_shp","shp","rcp45","BNU-ESM",2000,0.337037037037037,0.246966115051221,0.251536643026005,0.227265563435776,0.132072498029945,0.27344365642238,0.290937746256895,0.316784869976359,0.439716312056738,0.510323089046493,0.318360914105595,0.289204097714736,0.321985815602837,0.233096926713948,0.307328605200946,0.397163120567376,0.446335697399527,0.474862096138692,0.611189913317573,0.498502758077226,0.527029156816391,0.453585500394011,0.398108747044917,0.366115051221434,0.3424743892829,0.241449960598897,0.243971631205674,0.208037825059102,0.144838455476753,0.237194641449961,0.230732860520095
"wascoCA_150km_shp","shp","rcp45","BNU-ESM",2030,0.337982663514578,0.367218282111899,0.34026792750197,0.264302600472813,0.233412135539795,0.275019700551615,0.341843971631206,0.366745468873128,0.411347517730496,0.417494089834515,0.521197793538219,0.438140267927502,0.452009456264775,0.454215918045705,0.442553191489362,0.279905437352246,0.385815602836879,0.398108747044917,0.353349093774626,0.322931442080378,0.317888100866824,0.119148936170213,0.0958234830575256,0.114263199369582,0.0805358550039401,0.103703703703704,0.336958234830575,0.41859732072498,0.430417651694247,0.506698187549251,0.511899133175729
"wascoCA_150km_shp","shp","rcp45","BNU-ESM",2060,0.36769109535067,0.312687155240347,0.27565011820331,0.252009456264775,0.205831363278172,0.214499605988968,0.168636721828211,0.148148148148148,0.306067769897557,0.354137115839244,0.409771473601261,0.589282899921198,0.696296296296296,0.608037825059102,0.60441292356186,0.635145784081954,0.624271079590229,0.4876280535855,0.434988179669031,0.476595744680851,0.396847911741529,0.236091410559496,0.271079590228526,0.300709219858156,0.188337273443656,0.197951142631994,0.228053585500394,0.341213553979511,0.304334121355398,0.304964539007092,0.40709219858156
"wascoCA_150km_shp","shp","rcp85","BNU-ESM",1970,0.23598634095088,0.224743892828999,0.185973207249803,0.190386130811663,0.190543735224586,0.253270291568164,0.216548463356974,0.287312844759653,0.300236406619385,0.232781717888101,0.221276595744681,0.260362490149724,0.24381402679275,0.30133963750985,0.339952718676123,0.277383766745469,0.232939322301024,0.253743104806935,0.205988967691095,0.198739164696612,0.282899921197794,0.274074074074074,0.273758865248227,0.263987391646966,0.22962962962963,0.167848699763593,0.220961386918834,0.160441292356186,0.15397951142632,0.239085894405043,0.276280535855004
"wascoCA_150km_shp","shp","rcp85","BNU-ESM",2000,0.323246650906225,0.246966115051221,0.251536643026005,0.227265563435776,0.132072498029945,0.27344365642238,0.290937746256895,0.316784869976359,0.439716312056738,0.510323089046493,0.318360914105595,0.289204097714736,0.321985815602837,0.233096926713948,0.307328605200946,0.442395587076438,0.442868400315209,0.446650906225374,0.617021276595745,0.548778565799842,0.435145784081954,0.427580772261623,0.37210401891253,0.2,0.190228526398739,0.240031520882585,0.261308116627266,0.253427895981087,0.222379826635146,0.184712371946414,0.162805358550039
"wascoCA_150km_shp","shp","rcp85","BNU-ESM",2030,0.312214342001576,0.206304176516942,0.232151300236407,0.266509062253743,0.30086682427108,0.30086682427108,0.329078014184397,0.51284475965327,0.501812450748621,0.582663514578408,0.610244286840032,0.521513002364066,0.382348305752561,0.510007880220646,0.379984239558708,0.312687155240347,0.359495665878645,0.277068557919622,0.126083530338849,0.191489361702128,0.18360914105595,0.174625689519307,0.203309692671395,0.208510638297872,0.157289204097715,0.205043341213554,0.255161544523247,0.242553191489362,0.260362490149724,0.497399527186761,0.652955082742317
"wascoCA_150km_shp","shp","rcp85","BNU-ESM",2060,0.403966377725243,0.683530338849488,0.665405831363278,0.702285263987392,0.455791962174941,0.246493301812451,0.176201733648542,0.231048069345942,0.169582348305753,0.171631205673759,0.190070921985816,0.221591804570528,0.33317572892041,0.462096138691883,0.515996847911741,0.504806934594169,0.509535066981875,0.484003152088259,0.385973207249803,0.480063041765169,0.492198581560284,0.466666666666667,0.319306540583136,0.370527974783294,0.263356973995272,0.312056737588652,0.27785657998424,0.278802206461781,0.333333333333333,0.324507486209614,0.287470449172577
"wascoCA_150km_shp","shp","rcp45","CCSM4",1970,0.250249540320462,0.403309692671395,0.333806146572104,0.371000788022065,0.343735224586288,0.288416075650118,0.243026004728132,0.252482269503546,0.260835303388495,0.221434200157604,0.269345941686367,0.252324665090623,0.30086682427108,0.280220646178093,0.252167060677699,0.22789598108747,0.201260835303389,0.138849487785658,0.109377462568952,0.143735224586288,0.155555555555556,0.129393223010244,0.160756501182033,0.214342001576044,0.183766745468873,0.167848699763593,0.205516154452325,0.321985815602837,0.265721040189125,0.258313632781718,0.27565011820331
"wascoCA_150km_shp","shp","rcp45","CCSM4",2000,0.334672970843184,0.365011820330969,0.261780929866036,0.255791962174941,0.260677698975571,0.240504334121355,0.245547675334909,0.290149724192277,0.38628841607565,0.382348305752561,0.477068557919622,0.371631205673759,0.291252955082742,0.330023640661939,0.330023640661939,0.254688731284476,0.289676910953507,0.475965327029157,0.364539007092199,0.403782505910165,0.369267139479905,0.322616233254531,0.203309692671395,0.287785657998424,0.295981087470449,0.321828211189913,0.379826635145784,0.350039401103231,0.38360914105595,0.416706067769898,0.397478329393223
