"county","FIPS","centralDecade","aveWetDays","threshold","fiveYrAveTot27vmm346158501888WetDaysCentYr_-10","fiveYrAveTot27vmm346158501888WetDaysCentYr_-9","fiveYrAveTot27vmm346158501888WetDaysCentYr_-8","fiveYrAveTot27vmm346158501888WetDaysCentYr_-7","fiveYrAveTot27vmm346158501888WetDaysCentYr_-6","fiveYrAveTot27vmm346158501888WetDaysCentYr_-5","fiveYrAveTot27vmm346158501888WetDaysCentYr_-4","fiveYrAveTot27vmm346158501888WetDaysCentYr_-3","fiveYrAveTot27vmm346158501888WetDaysCentYr_-2","fiveYrAveTot27vmm346158501888WetDaysCentYr_-1","fiveYrAveTot27vmm346158501888WetDaysCentYr_0","fiveYrAveTot27vmm346158501888WetDaysCentYr_1","fiveYrAveTot27vmm346158501888WetDaysCentYr_2","fiveYrAveTot27vmm346158501888WetDaysCentYr_3","fiveYrAveTot27vmm346158501888WetDaysCentYr_4","fiveYrAveTot27vmm346158501888WetDaysCentYr_5","fiveYrAveTot27vmm346158501888WetDaysCentYr_6","fiveYrAveTot27vmm346158501888WetDaysCentYr_7","fiveYrAveTot27vmm346158501888WetDaysCentYr_8","fiveYrAveTot27vmm346158501888WetDaysCentYr_9","fiveYrAveTot27vmm346158501888WetDaysCentYr_10","fiveYrAveTot27vmm346158501888WetDaysCentYr_11","fiveYrAveTot27vmm346158501888WetDaysCentYr_12","fiveYrAveTot27vmm346158501888WetDaysCentYr_13","fiveYrAveTot27vmm346158501888WetDaysCentYr_14","fiveYrAveTot27vmm346158501888WetDaysCentYr_15","fiveYrAveTot27vmm346158501888WetDaysCentYr_16","fiveYrAveTot27vmm346158501888WetDaysCentYr_17","fiveYrAveTot27vmm346158501888WetDaysCentYr_18","fiveYrAveTot27vmm346158501888WetDaysCentYr_19"
"wascoCA_150km_shp","shp",1970,47.311834649461,27.346158501888,67.7448226838529,65.6743892798939,58.7926713761614,62.5394325902652,47.8005358369074,35.0537115654671,34.9172734301892,29.2409456269585,33.4221749470307,33.3602639897965,33.2419490508592,43.6592592588083,80.2620961284713,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"wascoCA_150km_shp","shp",2000,59.1784370949427,27.346158501888,38.797872333211,43.4862096123662,44.12340425081,65.7157919610928,68.760567372159,65.3078644709666,70.4049015165409,76.0624586527699,64.3129393476121,59.2533806535557,60.0259259647042,52.0464302931741,53.8524350063363,56.5330811713228,59.1000472769951,53.3833254397056,60.6330969059721,59.0778092774375,75.0844601879917,70.3157761888677,79.2921197760471,63.5485106375764,63.7102442901467,36.3898975663903,38.2881796672271,42.1831993602034,51.953159965954,58.2442710921556,59.2447596655952,56.8881993943824
"wascoCA_150km_shp","shp",2030,18.107959040889,27.346158501888,48.2106908688496,47.753427933106,18.107959040889,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
