"county","FIPS","centralDecade","aveWetDays","fiveYrAveWetDaysCentYr_-10","fiveYrAveWetDaysCentYr_-9","fiveYrAveWetDaysCentYr_-8","fiveYrAveWetDaysCentYr_-7","fiveYrAveWetDaysCentYr_-6","fiveYrAveWetDaysCentYr_-5","fiveYrAveWetDaysCentYr_-4","fiveYrAveWetDaysCentYr_-3","fiveYrAveWetDaysCentYr_-2","fiveYrAveWetDaysCentYr_-1","fiveYrAveWetDaysCentYr_0","fiveYrAveWetDaysCentYr_1","fiveYrAveWetDaysCentYr_2","fiveYrAveWetDaysCentYr_3","fiveYrAveWetDaysCentYr_4","fiveYrAveWetDaysCentYr_5","fiveYrAveWetDaysCentYr_6","fiveYrAveWetDaysCentYr_7","fiveYrAveWetDaysCentYr_8","fiveYrAveWetDaysCentYr_9","fiveYrAveWetDaysCentYr_10","fiveYrAveWetDaysCentYr_11","fiveYrAveWetDaysCentYr_12","fiveYrAveWetDaysCentYr_13","fiveYrAveWetDaysCentYr_14","fiveYrAveWetDaysCentYr_15","fiveYrAveWetDaysCentYr_16","fiveYrAveWetDaysCentYr_17","fiveYrAveWetDaysCentYr_18","fiveYrAveWetDaysCentYr_19"
"wascoCA_150km_shp","shp",1970,0.235618597320725,0.349881796690307,0.347517730496454,0.291095350669819,0.341686367218282,0.225531914893617,0.175413711583924,0.185500394011032,0.151930654058314,0.148778565799842,0.161544523246651,0.155765694772787,0.188337273443656,0.376674546887313,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"wascoCA_150km_shp","shp",2000,0.284712371946415,0.164381402679275,0.183766745468873,0.180457052797478,0.283687943262411,0.313159968479117,0.320882584712372,0.311583924349882,0.316942474389283,0.262726556343578,0.236091410559496,0.246808510638298,0.251851851851852,0.282111899133176,0.299763593380615,0.311111111111111,0.270291568163909,0.316469661150512,0.310007880220646,0.436879432624113,0.398423955870764,0.440661938534279,0.343577620173365,0.330496453900709,0.142159180457053,0.154294720252167,0.198896769109535,0.261623325453113,0.288258471237195,0.291095350669819,0.284869976359338
"wascoCA_150km_shp","shp",2030,0.0401891252955083,0.213816653532966,0.163908589440504,0.0401891252955083,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
