"county","FIPS","rcp","model","X2yr","X5yr","X10yr","X25yr","X50yr","X100yr"
"mtsunapeeNH_50km_shp","shp","rcp45","BNU-ESM",1.12742523865979,1.1721961172553,1.1869542828016,1.18053044300323,1.15604938443072,1.11675714542952
"mtsunapeeNH_50km_shp","shp","rcp45","BNU-ESM",1.1314360467281,1.1855740203223,1.20401216560718,1.19823910288339,1.17123797535815,1.12728606169885
"mtsunapeeNH_50km_shp","shp","rcp45","BNU-ESM",1.12444274238252,1.17946880967262,1.19533410236361,1.1823397866102,1.14759540538859,1.09477254254546
"mtsunapeeNH_50km_shp","shp","rcp45","BNU-ESM",1.11195895048312,1.16179889922744,1.17846286440825,1.17280733259134,1.14780198903905,1.10715068151392
"mtsunapeeNH_50km_shp","shp","rcp45","BNU-ESM",1.11698837474849,1.1668112337235,1.17990155895348,1.16632442943488,1.13378028324267,1.08496649280695
"mtsunapeeNH_50km_shp","shp","rcp45","BNU-ESM",1.11817851365905,1.14464968910969,1.14976757186257,1.13705342857965,1.1131967731641,1.07884626688544
"mtsunapeeNH_50km_shp","shp","rcp45","BNU-ESM",1.12388851369603,1.15634156488583,1.16300521472212,1.14834151000706,1.12013118486231,1.07944046587108
"mtsunapeeNH_50km_shp","shp","rcp45","BNU-ESM",1.115373511193,1.15932150584299,1.17066077357596,1.15554589371868,1.12158656152964,1.07112811893513
"mtsunapeeNH_50km_shp","shp","rcp45","BNU-ESM",1.1215411394456,1.15633183268894,1.16252556170381,1.14423514852669,1.11105205882923,1.06379141941387
"mtsunapeeNH_50km_shp","shp","rcp45","BNU-ESM",1.11759691336724,1.15736480741241,1.16373260014537,1.14308943391933,1.10700297085104,1.05627770011058
"mtsunapeeNH_50km_shp","shp","rcp45","BNU-ESM",1.12101217573119,1.16187208937365,1.16434115717907,1.13449893355645,1.08961732255723,1.02949718067267
"mtsunapeeNH_50km_shp","shp","rcp45","BNU-ESM",1.12535164963026,1.15536895629049,1.15336942512237,1.12266357508158,1.08078125197746,1.02616314440116
"mtsunapeeNH_50km_shp","shp","rcp45","BNU-ESM",1.12131868827766,1.14281685623455,1.13538904361428,1.099255491881,1.05484907662771,0.999080872863195
"mtsunapeeNH_50km_shp","shp","rcp45","BNU-ESM",1.12902584940391,1.15334623660271,1.13953285431852,1.08580990304244,1.02292023203002,0.94624922471103
"mtsunapeeNH_50km_shp","shp","rcp45","BNU-ESM",1.12498902573322,1.14805502926377,1.12976571966716,1.06612193301679,0.993545748900768,0.906428933623842
"mtsunapeeNH_50km_shp","shp","rcp45","BNU-ESM",1.1279055567906,1.13831085082145,1.11681671389494,1.05559073514023,0.988747640302857,0.909414242818919
"mtsunapeeNH_50km_shp","shp","rcp45","BNU-ESM",1.11245827924839,1.12111978569479,1.10644058827258,1.06188991431122,1.01150968847777,0.950092423350126
"mtsunapeeNH_50km_shp","shp","rcp45","BNU-ESM",1.11353205479918,1.1220502532471,1.10575208627854,1.0585248732691,1.00629864617404,0.943426937308331
"mtsunapeeNH_50km_shp","shp","rcp45","BNU-ESM",1.11835157312595,1.12772695139694,1.11164027960499,1.06460902280418,1.01258937814407,0.949971510207881
"mtsunapeeNH_50km_shp","shp","rcp45","BNU-ESM",1.11193584939649,1.13737738583532,1.13996221933554,1.12242018417788,1.09429810194989,1.05552905951914
"mtsunapeeNH_50km_shp","shp","rcp45","BNU-ESM",1.11408532551991,1.14456386148576,1.14881127068637,1.13029088151297,1.09899795383572,1.05530780953186
"mtsunapeeNH_50km_shp","shp","rcp45","BNU-ESM",1.11298585611515,1.13974942367937,1.14362003644256,1.12750830106544,1.09988923287801,1.0609619288431
"mtsunapeeNH_50km_shp","shp","rcp45","BNU-ESM",1.11677447086704,1.14469390007393,1.14485856416423,1.11902646743758,1.08131600568099,1.03090049823713
"mtsunapeeNH_50km_shp","shp","rcp45","BNU-ESM",1.11418053818454,1.13935885636945,1.13745318564208,1.10963641013679,1.07125672413392,1.02086861195923
"mtsunapeeNH_50km_shp","shp","rcp45","BNU-ESM",1.11239781336208,1.14614756675084,1.14630989818301,1.11748393065886,1.07631279775925,1.02193667987423
"mtsunapeeNH_50km_shp","shp","rcp45","BNU-ESM",1.1177460543898,1.14229328383238,1.140765320446,1.11550205728817,1.08065273243733,1.03478162732685
"mtsunapeeNH_50km_shp","shp","rcp45","BNU-ESM",1.1297419281401,1.15636887586627,1.15130579926396,1.11586603006966,1.07005271997933,1.01144101412487
"mtsunapeeNH_50km_shp","shp","rcp45","BNU-ESM",1.12022873665595,1.15143436494636,1.14256562547203,1.09331120338845,1.03161569903918,0.954309506772257
"mtsunapeeNH_50km_shp","shp","rcp45","BNU-ESM",1.14603630692678,1.16748885994152,1.1446028830088,1.07292443800379,0.993880584079952,0.900612090260441
"mtsunapeeNH_50km_shp","shp","rcp45","BNU-ESM",1.14670184186684,1.15136178332807,1.12166672280317,1.04766440234893,0.97115104571392,0.883005600475792
"mtsunapeeNH_50km_shp","shp","rcp45","BNU-ESM",1.12822686108273,1.13990118495591,1.12064269411977,1.06365916971105,1.00054646048301,0.924913121820339
"mtsunapeeNH_50km_shp","shp","rcp45","BNU-ESM",1.12674715138554,1.13949612686392,1.12289936816461,1.07102672817158,1.01252829623778,0.941757104420308
"mtsunapeeNH_50km_shp","shp","rcp45","BNU-ESM",1.12287699949642,1.13138361577958,1.11472191631,1.06687771989551,1.01418472184807,0.95087055414996
"mtsunapeeNH_50km_shp","shp","rcp45","BNU-ESM",1.11766631615789,1.13366158084553,1.13224572271927,1.11373296262201,1.08810121455337,1.05415979734043
