"county","FIPS","rcp","model","start50yrs","months","X2020","X2021","X2022","X2023","X2024","X2025","X2026","X2027","X2028","X2029","X2030","X2031","X2032","X2033","X2034","X2035","X2036","X2037","X2038","X2039","X2040","X2041","X2042","X2043","X2044","X2045","X2046","X2047","X2048","X2049","X2050","X2051","X2052","X2053","X2054","X2055","X2056","X2057","X2058","X2059","X2060","X2061","X2062","X2063","X2064","X2065","X2066","X2067","X2068","X2069"
"mtsunapeeNH_50km_shp","shp","rcp45","BNU-ESM",2020,"jan",74.4272092764039,101.080988082531,14.0529124491118,122.725614159897,114.652353347556,91.5485892233414,14.8993905466553,144.752111708796,86.042589866229,164.439886175499,9.61231981217861,195.917813476477,43.4753485183055,56.3064779596957,145.051276558356,51.6539987625705,96.2050590205031,64.5708309442208,113.238797971123,128.851995377927,181.588969323683,136.666424421845,35.2059569177595,69.1885930877682,93.8207293738787,73.2913732933434,104.096746945099,98.6263437577196,198.150719623308,58.6433507632968,110.179687100689,105.548691034116,111.363960064948,43.7594831291888,75.5993962293944,43.8026711189666,97.8790917221356,125.953723146706,34.3496668807961,96.0101238756969,37.6517316634591,37.8529829668838,125.13629065454,67.3640984621,134.60849257619,92.2344780401201,115.70345110265,117.439822678832,44.3906659578552,7.34452577559529
"mtsunapeeNH_50km_shp","shp","rcp45","BNU-ESM",2020,"feb",58.6145520498221,89.1194839179516,33.8921007268332,17.554821176102,46.8194530267973,27.4409496617076,82.1623205631166,62.8996604580331,82.4872443853198,75.7373708331504,81.8069409812624,25.485145644763,48.1949922349807,62.3939631665881,92.4063922050031,99.9990593585614,73.0212758296245,94.079339946444,132.429619647965,125.775063573106,149.052249846124,183.261078731232,121.735184538606,65.2088892774002,76.6840223986152,19.8971042449813,65.5091354132101,131.065769482907,11.7642029669841,65.5538135082335,143.07869101799,68.0279465231138,59.61612066546,32.3503393959757,76.8039066348527,113.3958745335,49.3044690759601,128.932034930466,105.343516185678,94.1484558165476,45.1688330870222,69.7463620985682,129.670383983971,141.969126117793,124.917251785059,52.4277021093546,116.611896977433,199.719366691805,14.5565211631962,112.10500901273
"mtsunapeeNH_50km_shp","shp","rcp45","BNU-ESM",2020,"mar",113.421689407246,71.5197469799502,102.825044058263,128.615090631553,63.9784929293233,56.991458750053,97.1933830563684,172.199821600036,50.2125156255993,53.1236390958767,118.983620795044,188.189513297701,82.2354805684976,78.0691411315992,42.0066235494372,114.327301267031,151.22797163737,187.715075739534,102.455989811872,61.4194507653246,128.428259029984,68.6266499477867,56.3952458063896,158.211214028702,35.3009326085448,152.897729217402,99.0768985015315,112.132428408877,83.9291963969936,80.1881528571248,65.114167195921,113.63805468461,79.7518480486564,59.719805110548,131.108496886049,92.157944014749,133.080337472059,50.1564097801173,81.5422269271032,54.763479982679,134.769856071553,135.570397887681,97.9087183558055,71.5831810997145,148.343454488226,105.544848792054,97.9472352749593,88.7024939851584,79.7471534132555,58.2451070359833
"mtsunapeeNH_50km_shp","shp","rcp45","BNU-ESM",2020,"apr",165.855346553229,107.91568854572,63.1931144343437,73.6250183634661,59.6134189757946,139.789736637594,76.9886675332044,51.5834030593569,162.055714183965,46.9866253379229,116.267007149555,55.9115076943024,84.8249919118511,156.24625693906,43.8198198881504,134.327584925334,90.7300268661331,115.882204568064,119.05445378455,90.8038562904741,132.387509794251,209.82591613664,145.983538393032,73.01409266728,97.617832893254,35.0795593455031,58.1513040426212,140.601918877782,110.239144430169,145.975163897953,36.9941693864561,154.955988290946,58.4202465644559,124.402755909474,119.508297290754,84.9906225993827,105.861769772462,147.802141004116,80.5555511978832,145.108838573501,126.420260298091,182.896461844243,77.5908864758707,130.700831142833,72.6984897791534,16.6966391044694,44.9878765598342,45.5260218909463,204.90048140227,88.3533105085025
"mtsunapeeNH_50km_shp","shp","rcp45","BNU-ESM",2020,"may",127.735927479291,122.059109296549,66.4702041328356,130.084378412044,98.6948824732287,102.131438716038,120.284417504998,158.927357326488,172.272074485953,77.1269911739069,234.342322631865,78.5602291810351,51.6385449827523,78.6622357356387,77.2393995479152,96.3707001024001,161.130769712095,56.3635054623356,133.379800560104,64.7809467815064,36.8120793321648,98.4167143609878,89.3803762509613,138.517394212855,83.6138436792267,139.427982418118,162.150648411867,171.077696977032,144.682513776059,115.008552651148,118.808416914497,152.128964767464,87.3425846172346,56.7038661181121,74.8433463206968,87.962167123685,114.09588110749,119.809750016074,74.9774223642575,183.015882145513,57.9439375775086,52.8087101798203,162.702625748273,96.9685306790713,21.8709358748149,48.5946592654328,171.110032690135,96.7149345484134,113.429764218024,228.175205587535
"mtsunapeeNH_50km_shp","shp","rcp45","BNU-ESM",2020,"jun",146.177557714082,136.05632959709,152.220224946737,141.389729168165,166.546969878311,163.028349888687,167.084902551126,141.780202265325,159.688426059847,82.9447547052358,97.3845999778525,78.3313740453607,81.849510327787,167.581881289949,202.497921314191,128.314173929796,70.6788200021193,43.3361340211453,64.8255403670105,128.903541569573,101.913972656872,120.836467358309,164.576666681146,104.584854447157,201.870043970443,117.280189449723,91.0328608976828,72.1430330137546,170.254564368443,129.141261267702,116.565307600273,100.397691172925,141.867688011479,125.14899238199,117.836982712754,45.4678148069494,134.889258202266,75.7104795055615,117.786271847986,123.093961104147,130.996768243611,71.029534831039,78.8288040805507,166.688417035583,214.47541103069,181.086149924309,102.063315195208,198.302992897058,146.768049877238,103.795124190683
"mtsunapeeNH_50km_shp","shp","rcp45","BNU-ESM",2020,"jul",58.1414035447949,100.902911991686,221.867802229081,83.8407564090716,124.391433722465,127.088950913702,118.559221495245,99.9729132775117,72.0628594548718,107.178581366265,170.738034774323,60.1855445643132,157.0411566069,68.698947700697,89.1686769154023,215.022298928048,112.78719956307,107.458655804396,203.717979485723,112.082303024627,131.752833286049,71.0073727033026,131.475984207682,122.516938798532,114.72214937351,188.88229290839,139.258212374473,76.9862759411335,138.745999005397,113.132458677566,49.2093998014524,85.2332794976396,133.778863865177,70.4051707898443,64.6177720757755,167.637165218994,162.420644774429,90.1780177743451,113.333444177098,105.887230594013,102.865666549753,93.1004263259269,102.750493843209,119.25132046499,97.1414114172394,110.555151200979,76.047172241517,89.7348214216732,93.1243923286329,126.654730579338
"mtsunapeeNH_50km_shp","shp","rcp45","BNU-ESM",2020,"aug",64.2700343730079,179.440449061829,33.7306421642771,68.4709110729195,103.957513545413,114.904193089016,79.3737727999687,87.5704418442942,99.520824973849,73.2717855778095,108.531191688937,87.4258128690558,48.4939292047072,111.801315666856,133.480644727277,63.6507597394489,87.6013638385244,108.537949733637,92.9110243243946,148.330373922111,189.975749319067,96.0918762405982,144.198890574679,73.039278877748,89.4559581205249,49.9669053560576,85.3140267447845,106.579238560151,90.5225650792992,119.710500063526,172.966637166972,117.290653253125,96.4562290661238,85.9018432439582,50.2711818876701,124.590082847589,111.551235153063,72.3481018029757,134.715320417809,85.0574684473308,116.978784708558,89.7275035008788,88.5638198135672,84.4016765345995,68.8873920190979,136.104538966474,117.798479320834,125.961352462503,53.6828161840503,102.76919078102
"mtsunapeeNH_50km_shp","shp","rcp45","BNU-ESM",2020,"sep",119.440065285644,119.41439474072,57.0773096682655,47.8729496751283,148.362432277485,119.189654909477,91.4272225468948,57.739104075609,133.092300762196,169.447402659502,164.447842044001,50.2624055964721,112.432363767076,87.6627866815071,169.686531822222,55.6026250299167,95.3667029492758,84.2309036939531,127.979007086842,61.3103895229665,24.7782793274602,118.293880995262,107.748868483949,146.115164248927,117.437249332062,111.336250808593,138.824758978309,74.6287075859067,167.876664139129,36.4503590665959,152.994490736441,121.215456894322,108.572523098942,89.7681197505948,94.1918161761116,138.028907868306,72.7239185475014,352.671348305369,194.823002851291,96.2455507476588,103.025777288385,79.176390961618,57.0593037863035,117.085744114341,104.376981456336,20.4470858902142,85.0238887742162,95.6669629979375,53.1355002433867,152.330947531639
"mtsunapeeNH_50km_shp","shp","rcp45","BNU-ESM",2020,"oct",107.866481522451,181.026078949909,128.98055670209,134.415246973167,107.706444567724,53.8349141762466,323.072437698575,227.41242008918,91.2161392940057,19.9857802382998,44.466997078343,112.728213039806,155.246131969263,134.546901205907,167.715299494766,115.391699841699,116.749224283003,67.5646187512053,170.338759044739,139.28734758154,84.9342570033025,33.2341138658089,173.528689950503,111.436113856129,86.3353070979183,130.816651136287,107.884716525674,67.2607484671312,97.7614457643515,75.2216396202912,130.960721379196,55.431469809566,318.858165976566,123.108522098814,184.91177212306,64.00846563924,187.974292201569,129.161970151236,103.522328836894,72.7009684590472,53.9672838171592,72.781686745584,79.2325504794717,179.347382703142,189.843668372647,83.0718299672008,95.2598598750459,163.899594981928,112.101750996669,135.281456536941
