"county","FIPS","year","wetDays"
"wascoCA_50km_shp","shp",1979,0
"wascoCA_50km_shp","shp",1980,0
"wascoCA_50km_shp","shp",1981,0
"wascoCA_50km_shp","shp",1982,0
"wascoCA_50km_shp","shp",1983,0
"wascoCA_50km_shp","shp",1984,0
"wascoCA_50km_shp","shp",1985,0
"wascoCA_50km_shp","shp",1986,0
"wascoCA_50km_shp","shp",1987,0
"wascoCA_50km_shp","shp",1988,0
"wascoCA_50km_shp","shp",1989,0
"wascoCA_50km_shp","shp",1990,0
"wascoCA_50km_shp","shp",1991,0
"wascoCA_50km_shp","shp",1992,0
"wascoCA_50km_shp","shp",1993,0
"wascoCA_50km_shp","shp",1994,0
"wascoCA_50km_shp","shp",1995,0
"wascoCA_50km_shp","shp",1996,0
"wascoCA_50km_shp","shp",1997,0
"wascoCA_50km_shp","shp",1998,0
"wascoCA_50km_shp","shp",1999,0.027972027972028
"wascoCA_50km_shp","shp",2000,0
"wascoCA_50km_shp","shp",2001,0
"wascoCA_50km_shp","shp",2002,0
"wascoCA_50km_shp","shp",2003,0
"wascoCA_50km_shp","shp",2004,0
"wascoCA_50km_shp","shp",2005,0
"wascoCA_50km_shp","shp",2006,0
"wascoCA_50km_shp","shp",2007,0
"wascoCA_50km_shp","shp",2008,0
"wascoCA_50km_shp","shp",2009,0
"wascoCA_50km_shp","shp",2010,0.832167832167832
"wascoCA_50km_shp","shp",2011,0
"wascoCA_50km_shp","shp",2012,0
"wascoCA_50km_shp","shp",2013,0
"wascoCA_50km_shp","shp",2014,0
"wascoCA_50km_shp","shp",2015,0
"wascoCA_50km_shp","shp",2016,0
"wascoCA_50km_shp","shp",2017,0
"wascoCA_50km_shp","shp",2018,0
"wascoCA_50km_shp","shp",2019,0
"wascoCA_50km_shp","shp",2020,0
