"county","FIPS","rcp","model","X2yr","X5yr","X10yr","X25yr","X50yr","X100yr"
"wascoCA_100km_shp","shp","rcp45","BNU-ESM",1.15846295654118,1.08575591934853,1.00780937664364,0.886717686824512,0.788579708996098,0.690308169956736
"wascoCA_100km_shp","shp","rcp45","BNU-ESM",1.13842293906261,1.13253643588557,1.10275004985495,1.04058618253785,0.981003787827881,0.914290279112869
"wascoCA_100km_shp","shp","rcp45","BNU-ESM",1.11351842428187,1.11019142352958,1.09295517142155,1.05509700235569,1.01719165152086,0.973255836840936
"wascoCA_100km_shp","shp","rcp45","BNU-ESM",1.10667417502469,1.10764937330622,1.09506458273668,1.06573732843357,1.03581035219575,1.00065469600264
"wascoCA_100km_shp","shp","rcp45","BNU-ESM",1.16730053878363,1.16485445612834,1.13721683194558,1.0788149647797,1.02280074623851,0.95997276367353
"wascoCA_100km_shp","shp","rcp45","BNU-ESM",1.22174088178948,1.19304970153544,1.14481333218621,1.06048586372022,0.986866420643407,0.908721427426781
"wascoCA_100km_shp","shp","rcp45","BNU-ESM",1.18424112598962,1.15660614029329,1.11237633384237,1.03692929092907,0.971960766202565,0.903357675022019
"wascoCA_100km_shp","shp","rcp45","BNU-ESM",1.15957187623389,1.15686530167267,1.12663990259327,1.06370944429545,1.00400226403442,0.937529350851201
"wascoCA_100km_shp","shp","rcp45","BNU-ESM",1.19526627281045,1.25337872816568,1.26085783107785,1.23740549476634,1.19925857926713,1.14714532504806
"wascoCA_100km_shp","shp","rcp45","BNU-ESM",1.18559521698621,1.22515085349058,1.23202205057057,1.21926810307548,1.19572963724976,1.16220310231887
"wascoCA_100km_shp","shp","rcp45","BNU-ESM",1.16079679649517,1.18413064903642,1.18487411856608,1.17079120460098,1.1509348196455,1.12461202630062
"wascoCA_100km_shp","shp","rcp45","BNU-ESM",1.1583635478929,1.16723042187672,1.15933007974865,1.13651073767104,1.11203601333895,1.08271404000447
"wascoCA_100km_shp","shp","rcp45","BNU-ESM",1.1665388925167,1.16246142442792,1.14966625827055,1.12407838641089,1.09954948922547,1.07149931809834
"wascoCA_100km_shp","shp","rcp45","BNU-ESM",1.11274053465422,1.11585433662457,1.12511809339612,1.14366792383164,1.16179632765878,1.18312816830027
"wascoCA_100km_shp","shp","rcp45","BNU-ESM",1.09416761644599,1.10518205279091,1.1254399145152,1.16308988346943,1.19881002190036,1.24041268466164
"wascoCA_100km_shp","shp","rcp45","BNU-ESM",1.13469084014347,1.15690399670492,1.16898448769066,1.18227952309763,1.1911101086091,1.19922598010662
"wascoCA_100km_shp","shp","rcp45","BNU-ESM",1.16239171859365,1.18670663620911,1.20698350647574,1.23642842784492,1.26070529123714,1.28668562049835
"wascoCA_100km_shp","shp","rcp45","BNU-ESM",1.14111160675611,1.16935661572413,1.20005890967382,1.2507967300247,1.29649751734304,1.3484291653625
"wascoCA_100km_shp","shp","rcp45","BNU-ESM",1.07979024421599,1.10871348074222,1.14957348205072,1.2251687690603,1.29875444647561,1.38712226948848
"wascoCA_100km_shp","shp","rcp45","BNU-ESM",1.10921162242837,1.14886922104437,1.18715732393174,1.24837475381187,1.3028270115474,1.36447027976618
"wascoCA_100km_shp","shp","rcp45","BNU-ESM",1.11730329172328,1.15184572633799,1.18942298949548,1.252899409337,1.31137795919582,1.37907548144184
"wascoCA_100km_shp","shp","rcp45","BNU-ESM",1.13083677373542,1.15654890774049,1.19012659332929,1.25076059867836,1.30876266374106,1.37738975696121
"wascoCA_100km_shp","shp","rcp45","BNU-ESM",1.15055686356157,1.18152911894839,1.21089845748488,1.25747219125012,1.29856746561529,1.34470349297563
"wascoCA_100km_shp","shp","rcp45","BNU-ESM",1.13743242420985,1.15213182155741,1.17633418848619,1.22234265071115,1.26721090246862,1.32062149630747
"wascoCA_100km_shp","shp","rcp45","BNU-ESM",1.10844267649662,1.12961380661945,1.15436658507971,1.19748558677095,1.23780184408581,1.28468823801502
"wascoCA_100km_shp","shp","rcp45","BNU-ESM",1.12180870516308,1.15445475420364,1.18003451479844,1.21657761803132,1.24657060982391,1.27865146491433
"wascoCA_100km_shp","shp","rcp45","BNU-ESM",1.06782197075245,1.07912194266147,1.1145323727226,1.19174650148623,1.27399642546591,1.37871161621415
"wascoCA_100km_shp","shp","rcp45","BNU-ESM",1.14437947449326,1.13857481612412,1.10032456802109,1.01866119230684,0.940337471101982,0.853680938187204
"wascoCA_100km_shp","shp","rcp45","BNU-ESM",1.11287729160238,1.1069471007182,1.08852227118656,1.04893644964895,1.00951892799789,0.964083714510092
"wascoCA_100km_shp","shp","rcp45","BNU-ESM",1.11423039465926,1.08177613199641,1.05678880294389,1.02268715069123,0.99657101984959,0.970713252819916
"wascoCA_100km_shp","shp","rcp45","BNU-ESM",1.14152943709689,1.13087908219168,1.1070219064554,1.0592947409462,1.01350270989579,0.961732185196064
"wascoCA_100km_shp","shp","rcp45","BNU-ESM",1.15506454138214,1.14813392178428,1.11738954392804,1.05390111557274,0.993417909008879,0.925989590246186
"wascoCA_100km_shp","shp","rcp45","BNU-ESM",1.18214219723551,1.16092195811461,1.12296217332408,1.05391128972158,0.991725893632514,0.924200926840714
"wascoCA_100km_shp","shp","rcp45","BNU-ESM",1.19890658171324,1.18367045092711,1.14051773376058,1.0592377565789,0.986049685275248,0.907265053879932
"wascoCA_100km_shp","shp","rcp45","BNU-ESM",1.17824234825717,1.21341588055628,1.20114200952912,1.14905927638746,1.08855937094066,1.01481012360031
