"word","count"
"Economic Considerations and Cost-Benefit Analysis",18
"Protection and Preparedness",10
"Perception and Personal Judgment",8
"Data Interpretation and Understanding",6
"No Reason",6
"Rainfall and Flood Risk Assessment",5
