"word","count"
"Rainfall and Flood Risk Assessment",45
"Protection and Preparedness",30
"Economic Considerations and Cost-Benefit Analysis",28
"Data Interpretation and Understanding",12
"Perception and Personal Judgment",6
"No Reason",5
