"word","count"
"Economic Considerations and Cost-Benefit Analysis",46
"Data Interpretation and Understanding",27
"Perception and Personal Judgment",27
"Protection and Preparedness",25
"Rainfall and Flood Risk Assessment",15
"No Reason",13
