"word","count"
"Economic Considerations and Cost-Benefit Analysis",116
"Perception and Personal Judgment",78
"Protection and Preparedness",72
"Rainfall and Flood Risk Assessment",59
"Data Interpretation and Understanding",51
"No Reason",36
