"word","count"
"Economic Considerations and Cost-Benefit Analysis",47
"Perception and Personal Judgment",30
"Protection and Preparedness",28
"Rainfall and Flood Risk Assessment",21
"Data Interpretation and Understanding",16
"No Reason",12
