"word","count"
"Economic Considerations and Cost-Benefit Analysis",44
"Protection and Preparedness",24
"Perception and Personal Judgment",22
"Data Interpretation and Understanding",17
"Rainfall and Flood Risk Assessment",13
"No Reason",6
