"county","FIPS","year","wetDays"
"wascoCA_100km_shp","shp",1979,0
"wascoCA_100km_shp","shp",1980,0
"wascoCA_100km_shp","shp",1981,0
"wascoCA_100km_shp","shp",1982,0.0185185185185185
"wascoCA_100km_shp","shp",1983,0.00168350168350168
"wascoCA_100km_shp","shp",1984,0
"wascoCA_100km_shp","shp",1985,0
"wascoCA_100km_shp","shp",1986,0.0185185185185185
"wascoCA_100km_shp","shp",1987,0.00168350168350168
"wascoCA_100km_shp","shp",1988,0
"wascoCA_100km_shp","shp",1989,0.00168350168350168
"wascoCA_100km_shp","shp",1990,0
"wascoCA_100km_shp","shp",1991,0.0606060606060606
"wascoCA_100km_shp","shp",1992,0
"wascoCA_100km_shp","shp",1993,0.00505050505050505
"wascoCA_100km_shp","shp",1994,0
"wascoCA_100km_shp","shp",1995,0.0353535353535354
"wascoCA_100km_shp","shp",1996,0.00505050505050505
"wascoCA_100km_shp","shp",1997,0.00673400673400673
"wascoCA_100km_shp","shp",1998,0
"wascoCA_100km_shp","shp",1999,0.0168350168350168
"wascoCA_100km_shp","shp",2000,0.00168350168350168
"wascoCA_100km_shp","shp",2001,0.00336700336700337
"wascoCA_100km_shp","shp",2002,0.0454545454545455
"wascoCA_100km_shp","shp",2003,0.0117845117845118
"wascoCA_100km_shp","shp",2004,0.0101010101010101
"wascoCA_100km_shp","shp",2005,0
"wascoCA_100km_shp","shp",2006,0.031986531986532
"wascoCA_100km_shp","shp",2007,0
"wascoCA_100km_shp","shp",2008,0.00673400673400673
"wascoCA_100km_shp","shp",2009,0.00336700336700337
"wascoCA_100km_shp","shp",2010,0.722222222222222
"wascoCA_100km_shp","shp",2011,0.0404040404040404
"wascoCA_100km_shp","shp",2012,0.00673400673400673
"wascoCA_100km_shp","shp",2013,0
"wascoCA_100km_shp","shp",2014,0.00841750841750842
"wascoCA_100km_shp","shp",2015,0
"wascoCA_100km_shp","shp",2016,0.031986531986532
"wascoCA_100km_shp","shp",2017,0.0151515151515152
"wascoCA_100km_shp","shp",2018,0.0117845117845118
"wascoCA_100km_shp","shp",2019,0.0505050505050505
"wascoCA_100km_shp","shp",2020,0
