"county","FIPS","year","wetDays"
"wascoCA_50km_shp","shp",1979,158.077622487203
"wascoCA_50km_shp","shp",1980,182.886713406631
"wascoCA_50km_shp","shp",1981,170.876223842998
"wascoCA_50km_shp","shp",1982,251.615384555572
"wascoCA_50km_shp","shp",1983,298.514685366329
"wascoCA_50km_shp","shp",1984,103.09650357474
"wascoCA_50km_shp","shp",1985,126.013986033576
"wascoCA_50km_shp","shp",1986,168.210489447925
"wascoCA_50km_shp","shp",1987,193.541258794236
"wascoCA_50km_shp","shp",1988,156.990909042058
"wascoCA_50km_shp","shp",1989,81.7475525380431
"wascoCA_50km_shp","shp",1990,97.6755244625615
"wascoCA_50km_shp","shp",1991,203.321678514872
"wascoCA_50km_shp","shp",1992,204.800699455546
"wascoCA_50km_shp","shp",1993,229.944755315155
"wascoCA_50km_shp","shp",1994,188.260139876521
"wascoCA_50km_shp","shp",1995,291.220979130351
"wascoCA_50km_shp","shp",1996,248.632867186845
"wascoCA_50km_shp","shp",1997,150.139860171121
"wascoCA_50km_shp","shp",1998,380.558042200504
"wascoCA_50km_shp","shp",1999,140.999999950191
"wascoCA_50km_shp","shp",2000,163.478321816121
"wascoCA_50km_shp","shp",2001,215.381118842563
"wascoCA_50km_shp","shp",2002,109.395104908026
"wascoCA_50km_shp","shp",2003,143.977622512754
"wascoCA_50km_shp","shp",2004,163.676923191631
"wascoCA_50km_shp","shp",2005,214.781818257137
"wascoCA_50km_shp","shp",2006,202.013986002315
"wascoCA_50km_shp","shp",2007,82.6797203098561
"wascoCA_50km_shp","shp",2008,115.319580484103
"wascoCA_50km_shp","shp",2009,122.493006985713
"wascoCA_50km_shp","shp",2010,296.353846008127
"wascoCA_50km_shp","shp",2011,152.24265729068
"wascoCA_50km_shp","shp",2012,141.088111953719
"wascoCA_50km_shp","shp",2013,71.6993006803356
"wascoCA_50km_shp","shp",2014,143.747552461141
"wascoCA_50km_shp","shp",2015,113.655944086247
"wascoCA_50km_shp","shp",2016,197.895804222439
"wascoCA_50km_shp","shp",2017,184.090209754614
"wascoCA_50km_shp","shp",2018,131.751748345532
"wascoCA_50km_shp","shp",2019,274.58881129835
"wascoCA_50km_shp","shp",2020,139.373426576803
