"county","FIPS","centralDecade","aveWetDays","fiveYrAveTotWetDaysCentYr_-10","fiveYrAveTotWetDaysCentYr_-9","fiveYrAveTotWetDaysCentYr_-8","fiveYrAveTotWetDaysCentYr_-7","fiveYrAveTotWetDaysCentYr_-6","fiveYrAveTotWetDaysCentYr_-5","fiveYrAveTotWetDaysCentYr_-4","fiveYrAveTotWetDaysCentYr_-3","fiveYrAveTotWetDaysCentYr_-2","fiveYrAveTotWetDaysCentYr_-1","fiveYrAveTotWetDaysCentYr_0","fiveYrAveTotWetDaysCentYr_1","fiveYrAveTotWetDaysCentYr_2","fiveYrAveTotWetDaysCentYr_3","fiveYrAveTotWetDaysCentYr_4","fiveYrAveTotWetDaysCentYr_5","fiveYrAveTotWetDaysCentYr_6","fiveYrAveTotWetDaysCentYr_7","fiveYrAveTotWetDaysCentYr_8","fiveYrAveTotWetDaysCentYr_9","fiveYrAveTotWetDaysCentYr_10","fiveYrAveTotWetDaysCentYr_11","fiveYrAveTotWetDaysCentYr_12","fiveYrAveTotWetDaysCentYr_13","fiveYrAveTotWetDaysCentYr_14","fiveYrAveTotWetDaysCentYr_15","fiveYrAveTotWetDaysCentYr_16","fiveYrAveTotWetDaysCentYr_17","fiveYrAveTotWetDaysCentYr_18","fiveYrAveTotWetDaysCentYr_19"
"wascoCA_150km_shp","shp",1970,277.303445888512,367.221182118465,351.185784163618,329.739196284325,330.003483123029,296.786761317336,237.965784147577,228.944476039777,218.617368090693,224.375823589838,211.338455565978,200.360362606793,233.052364187637,308.555082898543,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"wascoCA_150km_shp","shp",2000,285.291917599417,229.653632865349,252.664665184935,278.895303476035,338.13995281116,358.334956743921,346.868022158824,384.879227859909,371.473223142252,335.518692024305,321.168227079537,309.809440623197,247.951489476048,258.223782596859,272.134925216516,267.490465021688,259.983435858987,260.930606831233,255.689409052504,284.881386977181,272.455555601849,289.804917314867,258.649960653283,255.631394833458,194.874152918342,204.413758901234,222.234751795656,251.267391677303,291.838392495395,292.017982725359,289.991390931157
"wascoCA_150km_shp","shp",2030,186.627580858526,277.621066548425,299.322379936293,186.627580858526,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
