"county","FIPS","centralDecade","aveWetDays","threshold","fiveYrAveTot_vmm44p32WetDaysCentYr_-10","fiveYrAveTot_vmm44p32WetDaysCentYr_-9","fiveYrAveTot_vmm44p32WetDaysCentYr_-8","fiveYrAveTot_vmm44p32WetDaysCentYr_-7","fiveYrAveTot_vmm44p32WetDaysCentYr_-6","fiveYrAveTot_vmm44p32WetDaysCentYr_-5","fiveYrAveTot_vmm44p32WetDaysCentYr_-4","fiveYrAveTot_vmm44p32WetDaysCentYr_-3","fiveYrAveTot_vmm44p32WetDaysCentYr_-2","fiveYrAveTot_vmm44p32WetDaysCentYr_-1","fiveYrAveTot_vmm44p32WetDaysCentYr_0","fiveYrAveTot_vmm44p32WetDaysCentYr_1","fiveYrAveTot_vmm44p32WetDaysCentYr_2","fiveYrAveTot_vmm44p32WetDaysCentYr_3","fiveYrAveTot_vmm44p32WetDaysCentYr_4","fiveYrAveTot_vmm44p32WetDaysCentYr_5","fiveYrAveTot_vmm44p32WetDaysCentYr_6","fiveYrAveTot_vmm44p32WetDaysCentYr_7","fiveYrAveTot_vmm44p32WetDaysCentYr_8","fiveYrAveTot_vmm44p32WetDaysCentYr_9","fiveYrAveTot_vmm44p32WetDaysCentYr_10","fiveYrAveTot_vmm44p32WetDaysCentYr_11","fiveYrAveTot_vmm44p32WetDaysCentYr_12","fiveYrAveTot_vmm44p32WetDaysCentYr_13","fiveYrAveTot_vmm44p32WetDaysCentYr_14","fiveYrAveTot_vmm44p32WetDaysCentYr_15","fiveYrAveTot_vmm44p32WetDaysCentYr_16","fiveYrAveTot_vmm44p32WetDaysCentYr_17","fiveYrAveTot_vmm44p32WetDaysCentYr_18","fiveYrAveTot_vmm44p32WetDaysCentYr_19"
"mtsunapeeNH_100km_shp","shp",1970,1.58085399449036,44.3179571637125,0.953030303030303,0.958181818181818,1.21272727272727,1.0930303030303,1.39636363636364,1.59060606060606,1.49272727272727,1.73454545454545,2.06,1.97007575757576,2.06515151515151,2.65,2.6530303030303,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"mtsunapeeNH_100km_shp","shp",2000,1.99323232323232,44.3179571637125,1.57787878787879,1.33636363636364,1.44454545454545,1.25606060606061,1.26515151515152,1.39424242424242,1.4330303030303,1.56909090909091,1.51757575757576,1.39727272727273,1.29121212121212,1.5230303030303,1.33333333333333,1.75333333333333,2.28818181818182,2.49909090909091,2.79272727272727,2.9069696969697,2.74424242424242,2.49818181818182,2.78272727272727,2.54848484848485,2.76787878787879,2.58666666666667,2.12969696969697,2.12939393939394,2.06060606060606,1.93757575757576,1.8569696969697,2.00719696969697
"mtsunapeeNH_100km_shp","shp",2030,1.42424242424242,44.3179571637125,1.80959595959596,1.82272727272727,1.42424242424242,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
