"word","count"
"Rainfall and Flood Risk Assessment",142
"Economic Considerations and Cost-Benefit Analysis",74
"Protection and Preparedness",70
"Data Interpretation and Understanding",44
"Perception and Personal Judgment",35
"No Reason",31
