"county","FIPS","year","wetDays"
"wascoCA_200km_shp","shp",1979,1.55063016079965
"wascoCA_200km_shp","shp",1980,3.25945241199478
"wascoCA_200km_shp","shp",1981,2.02607561929596
"wascoCA_200km_shp","shp",1982,4.05345501955671
"wascoCA_200km_shp","shp",1983,4.54367666232073
"wascoCA_200km_shp","shp",1984,0.751847023033464
"wascoCA_200km_shp","shp",1985,1.38157322903086
"wascoCA_200km_shp","shp",1986,2.49760973489787
"wascoCA_200km_shp","shp",1987,1.59365493263798
"wascoCA_200km_shp","shp",1988,1.72012168622338
"wascoCA_200km_shp","shp",1989,0.455888744024337
"wascoCA_200km_shp","shp",1990,0.603215993046502
"wascoCA_200km_shp","shp",1991,3.11473272490222
"wascoCA_200km_shp","shp",1992,3.32811820947414
"wascoCA_200km_shp","shp",1993,3.11255975662755
"wascoCA_200km_shp","shp",1994,1.00391134289439
"wascoCA_200km_shp","shp",1995,4.98565840938722
"wascoCA_200km_shp","shp",1996,3.90699695784442
"wascoCA_200km_shp","shp",1997,1.91177748804867
"wascoCA_200km_shp","shp",1998,4.24641460234681
"wascoCA_200km_shp","shp",1999,1.58670143415906
"wascoCA_200km_shp","shp",2000,2.49630595393307
"wascoCA_200km_shp","shp",2001,3.15819209039548
"wascoCA_200km_shp","shp",2002,1.70013037809648
"wascoCA_200km_shp","shp",2003,1.71621034332899
"wascoCA_200km_shp","shp",2004,2.82094741416775
"wascoCA_200km_shp","shp",2005,3.57018687527162
"wascoCA_200km_shp","shp",2006,2.98609300304216
"wascoCA_200km_shp","shp",2007,0.90438939591482
"wascoCA_200km_shp","shp",2008,3.04780530204259
"wascoCA_200km_shp","shp",2009,2.11951325510648
"wascoCA_200km_shp","shp",2010,4.65754019991308
"wascoCA_200km_shp","shp",2011,2.28205128205128
"wascoCA_200km_shp","shp",2012,2.47761842677097
"wascoCA_200km_shp","shp",2013,0.112994350282486
"wascoCA_200km_shp","shp",2014,2.16166883963494
"wascoCA_200km_shp","shp",2015,0.671012603215993
"wascoCA_200km_shp","shp",2016,2.86744893524555
"wascoCA_200km_shp","shp",2017,3.15819209039548
"wascoCA_200km_shp","shp",2018,2.09778357235984
"wascoCA_200km_shp","shp",2019,3.33811386353759
"wascoCA_200km_shp","shp",2020,1.14732724902216
